Product,CustomerGender,Location,Region,TotalPrice,StartDate,Deposit,DailyRate,TotalDays,AmountPaid30,AmountPaid60,AmountPaid360,LoanStatus360
Product A,Male,Location 11,Region 3,22250,11/11/2015,4000,50,365,5300,6750,21900,Active
Product B,Female,Location 8,Region 2,16600,11/7/2014,2000,40,365,3400,4200,13670,Active
Product A,Female,Location 3,Region 3,19250,10/19/2015,1000,50,365,750,2250,17250,Active
Product D,Male,Location 314,Region 16,20250,11/11/2013,2000,50,365,3750,5250,16500,Active
Product C,Female,Location 752,Region 6,15600,4/15/2013,1000,40,365,2200,3350,11030,Active
Product A,Female,Location 94,Region 6,19250,12/5/2015,1000,50,365,700,2050,15750,Active
Product A,Male,Location 111,Region 6,20250,7/1/2016,2000,50,365,1600,3750,16600,Active
Product B,Female,Location 45,Region 3,16600,8/30/2014,2000,40,365,3440,4320,16080,Active
Product B,Male,Location 34,Region 1,16600,5/11/2014,2000,40,365,3481,4281,15801,Active
Product A,Male,Location 30,Region 2,19250,10/27/2015,1000,50,365,200,1000,8250,Active
Product B,Female,Location 62,Region 3,16600,11/11/2014,2000,40,365,3400,3400,8495,Active
Product B,Female,Location 199,Region 2,16600,9/12/2014,2000,40,365,3401,4601,14871,Active
Product B,Female,Location 95,Region 6,16600,2/5/2015,2000,40,365,3200,4320,16440,Active
Product C,NotSpecified,Location 127,Region 2,15600,1/24/2013,1000,40,365,2340,3390,13540,Active
Product A,Male,Location 10,Region 2,19250,10/31/2015,1000,50,365,540,2040,16715,Active
Product A,Female,Location 47,Region 7,22250,12/28/2015,4000,50,365,6000,7500,18300,Active
Product C,NotSpecified,Location 59,Region 6,15600,8/2/2012,1000,40,365,2880,3380,15320,Active
Product A,Female,Location 22,Region 6,22250,7/6/2015,4000,50,365,6000,7050,19650,Active
Product B,Male,Location 49,Region 6,16600,3/17/2015,2000,40,365,3200,4320,15429,Active
Product B,Male,Location 42,Region 4,16600,3/28/2015,2000,40,365,3421,3921,14241,Active
Product B,Female,Location 21,Region 7,16600,9/30/2014,2000,40,365,3180,3580,8380,Active
Product A,Female,Location 67,Region 1,20750,9/26/2015,2500,50,365,1300,1920,6990,Active
Product B,Male,Location 10,Region 2,16600,1/9/2015,2000,40,365,2520,2770,5130,Active
Product B,Female,Location 39,Region 6,16600,4/25/2014,2000,40,365,4251,5151,15691,Active
Product C,NotSpecified,Location 246,Region 3,15600,2/18/2013,1000,40,365,2120,3180,13730,Active
Product A,Female,Location 109,Region 7,22250,8/9/2015,4000,50,365,5800,6800,20850,Active
Product B,Female,Location 21,Region 7,16600,2/5/2015,2000,40,365,3401,4381,15781,Active
Product B,Female,Location 58,Region 6,16600,3/16/2015,2000,40,365,3201,4641,13141,Active
Product C,Female,Location 203,Region 6,15600,9/20/2012,1000,40,365,2200,3400,12360,Active
Product D,Male,Location 350,Region 6,20250,11/1/2013,2000,50,365,3351,4501,16651,Active
Product C,NotSpecified,Location 176,Region 6,15600,1/26/2013,1000,40,365,2560,3380,14820,Active
Product A,Male,Location 62,Region 3,22250,8/14/2015,4000,50,365,5550,6900,21800,Active
Product A,Male,Location 70,Region 7,22250,9/2/2015,4000,50,365,5350,6750,12950,Active
Product B,Male,Location 29,Region 1,16600,4/17/2014,2000,40,365,3400,4400,13170,Active
Product B,Female,Location 39,Region 6,16600,8/11/2014,2000,40,365,3200,4400,16320,Active
Product A,Male,Location 91,Region 6,22250,7/5/2015,4000,50,365,5500,6900,12500,Active
Product B,Male,Location 111,Region 6,16600,5/15/2015,2000,40,365,3561,4561,12511,Active
Product B,Female,Location 4,Region 4,16600,2/28/2015,2000,40,365,5200,6700,13800,Active
Product B,Male,Location 53,Region 6,16600,3/31/2014,2000,40,365,3200,3400,5847,Active
Product A,Female,Location 25,Region 3,19250,6/9/2016,1000,50,365,-2200,-1800,4120,Active
Product B,Male,Location 88,Region 7,16600,5/21/2014,2000,40,365,3401,4601,16191,Active
Product A,Male,Location 94,Region 6,22250,4/15/2016,4000,50,365,5500,6650,19500,Active
Product B,Male,Location 58,Region 6,16600,1/22/2015,2000,40,365,3041,4241,14341,Active
Product A,Female,Location 39,Region 6,19250,12/17/2015,1000,50,365,950,2450,17200,Active
Product B,Male,Location 10,Region 2,16600,11/26/2014,2000,40,365,3011,3691,9831,Active
Product A,Male,Location 11,Region 3,19250,6/1/2016,1000,50,365,-1900,-700,11700,Active
Product A,Female,Location 300,Region 14,22250,1/15/2016,4000,50,365,5700,6200,18800,Active
Product C,NotSpecified,Location 215,Region 6,15600,1/23/2013,1000,40,365,2080,3280,10660,Active
Product A,Male,Location 57,Region 6,19250,2/12/2016,1000,50,365,0,150,2700,Active
Product B,Female,Location 94,Region 6,16600,11/2/2014,2000,40,365,3200,4300,15100,Active
Product B,Male,Location 30,Region 2,16600,6/27/2014,2000,40,365,4591,4591,15071,Active
Product B,Male,Location 108,Region 6,16600,5/2/2015,2000,40,365,3401,4261,12221,Active
Product A,Male,Location 73,Region 4,19250,8/7/2015,1000,50,365,2650,5050,17250,Active
Product B,Female,Location 45,Region 3,16600,3/8/2015,2000,40,365,4231,4551,15371,Active
Product A,Male,Location 69,Region 6,22250,6/26/2015,4000,50,365,4950,6380,18620,Active
Product B,Male,Location 446,Region 2,16600,6/2/2014,2000,40,365,3221,4361,10161,Active
Product D,Female,Location 760,Region 15,20250,7/26/2013,2000,50,365,3301,4701,15951,Active
Product B,Male,Location 94,Region 6,16600,6/3/2014,2000,40,365,3400,4600,14386,Active
Product A,Male,Location 67,Region 1,22250,5/23/2015,4000,50,365,5650,7000,21700,Active
Product B,Male,Location 134,Region 6,16600,1/24/2014,2000,40,365,3370,4320,16470,Active
Product B,Female,Location 32,Region 6,16600,3/26/2015,2000,40,365,3381,4261,14626,Active
Product A,Female,Location 22,Region 6,19250,2/29/2016,1000,50,365,-1750,-450,4750,Active
Product A,Male,Location 25,Region 3,22250,5/29/2015,4000,50,365,5330,6180,14180,Active
Product B,Female,Location 69,Region 6,16600,8/23/2014,2000,40,365,4401,4541,14361,Active
Product B,Female,Location 135,Region 1,16600,10/12/2014,2000,40,365,3701,4801,16141,Active
Product B,Male,Location 258,Region 1,16600,4/9/2014,2000,40,365,3090,3930,10530,Active
Product C,Male,Location 202,Region 13,13775,4/10/2014,1000,35,365,3380,3380,11745,Active
Product B,Male,Location 642,Region 3,16600,4/23/2014,2000,40,365,3181,4561,16511,Active
Product B,Male,Location 2,Region 2,16600,3/4/2015,2000,40,365,3901,4541,15621,Active
Product D,Male,Location 324,Region 2,20250,11/25/2013,2000,50,365,5750,6550,16900,Active
Product D,Male,Location 34,Region 1,20250,7/22/2013,2000,50,365,4450,4950,16270,Active
Product B,Male,Location 2,Region 2,16600,5/17/2015,2000,40,365,3501,4941,16161,Active
Product B,Male,Location 761,Region 3,16600,3/28/2014,2000,40,365,2741,3191,6121,Active
Product A,Male,Location 70,Region 7,22250,2/22/2016,4000,50,365,5150,6350,14400,Active
Product A,Male,Location 38,Region 3,20250,11/15/2015,2000,50,365,5750,5750,19000,Active
Product A,Female,Location 45,Region 3,19250,1/3/2016,1000,50,365,800,2200,13050,Active
Product C,Female,Location 762,Region 3,15600,2/6/2013,1000,40,365,2200,2800,11160,Active
Product C,NotSpecified,Location 182,Region 6,15600,11/17/2012,1000,40,365,2120,3240,12820,Active
Product A,Male,Location 86,Region 6,19250,3/12/2016,1000,50,365,-2250,-1750,8050,Active
Product D,Male,Location 763,Region 1,20250,4/26/2013,2000,50,365,3251,4681,18431,Active
Product C,NotSpecified,Location 68,Region 6,15600,2/19/2013,1000,40,365,2200,3440,15179,Active
Product B,Female,Location 764,Region 18,16600,1/28/2014,2000,40,365,3401,6401,16381,Active
Product C,Female,Location 765,Region 8,15600,5/25/2012,1000,40,365,2160,3240,12760,Active
Product B,Male,Location 169,Region 6,16600,3/15/2014,2000,40,365,3120,4080,12070,Active
Product A,Female,Location 73,Region 4,22250,6/13/2015,4000,50,365,5300,6900,21300,Active
Product B,Male,Location 766,Region 6,16600,5/4/2014,2000,40,365,2911,3901,14761,Active
Product B,Male,Location 86,Region 6,16600,11/1/2014,2000,40,365,3031,3911,14211,Active
Product B,Male,Location 93,Region 1,16600,7/13/2014,2000,40,365,3201,4401,13796,Active
Product A,Male,Location 67,Region 1,19250,6/7/2016,1000,50,365,-1950,-50,10950,Active
Product A,Female,Location 22,Region 6,19250,2/21/2016,1000,50,365,-2100,-800,11250,Active
Product B,Male,Location 25,Region 3,16600,1/25/2015,2000,40,365,3211,4301,12741,Active
Product B,Female,Location 62,Region 3,16600,8/25/2014,2000,40,365,3000,3660,9570,Active
Product B,Male,Location 95,Region 6,16600,3/15/2015,2000,40,365,3400,3800,14980,Active
Product B,Male,Location 62,Region 3,16600,5/10/2015,2000,40,365,3161,4201,12361,Active
Product C,Male,Location 120,Region 6,15600,1/31/2013,1000,40,365,2120,3400,15260,Active
Product B,Male,Location 45,Region 3,16600,2/12/2015,2000,40,365,3021,4041,12980,Active
Product A,Female,Location 84,Region 3,22250,10/11/2015,4000,50,365,5900,6850,21420,Active
Product B,Male,Location 22,Region 6,16600,2/24/2015,2000,40,365,2540,3540,14560,Active
Product D,Male,Location 26,Region 3,20250,8/14/2013,2000,50,365,3451,4951,12051,Active
Product A,Male,Location 25,Region 3,22250,8/29/2015,4000,50,365,5550,6750,15537,Active
Product C,Female,Location 227,Region 1,15600,2/17/2013,1000,40,365,3840,3840,14800,Active
Product B,Male,Location 3,Region 3,16600,1/12/2015,2000,40,365,3401,4601,12881,Active
Product A,Female,Location 4,Region 4,20250,7/11/2016,2000,50,365,1431,2681,12931,Active
Product E,Male,Location 53,Region 6,54625,6/24/2016,9000,125,365,12725,17225,49000,Active
Product A,Male,Location 11,Region 3,19250,5/19/2016,1000,50,365,-2000,-750,5950,Active
Product A,Female,Location 192,Region 6,20250,7/16/2016,2000,50,365,1350,2750,16484,Active
Product A,Male,Location 48,Region 6,22250,9/14/2015,4000,50,365,5190,6310,13940,Active
Product B,Male,Location 39,Region 6,16600,2/12/2015,2000,40,365,3141,4261,15571,Active
Product A,Female,Location 21,Region 7,22250,8/9/2015,4000,50,365,5300,6900,21150,Active
Product B,Female,Location 21,Region 7,16600,4/18/2014,2000,40,365,3681,5181,15490,Active
Product A,Female,Location 4,Region 4,22250,6/25/2016,4000,50,365,4850,5800,11900,Active
Product A,Male,Location 48,Region 6,20250,7/6/2016,2000,50,365,2051,3051,15101,Active
Product E,Male,Location 30,Region 2,54625,9/3/2015,9000,125,365,12501,16001,53495,Active
Product A,Male,Location 4,Region 4,22250,9/1/2015,4000,50,365,4950,5350,8500,Active
Product A,Female,Location 3,Region 3,19250,12/12/2015,1000,50,365,450,1650,16100,Active
Product B,Female,Location 58,Region 6,16600,2/26/2015,2000,40,365,3091,4241,14501,Active
Product B,Male,Location 48,Region 6,16600,10/21/2014,2000,40,365,3550,4550,16030,Active
Product B,Male,Location 37,Region 4,16600,4/20/2015,2000,40,365,3161,4041,13681,Active
Product A,Female,Location 26,Region 3,22250,1/29/2016,4000,50,365,6600,7850,21650,Active
Product A,Male,Location 192,Region 6,22250,10/20/2015,4000,50,365,5350,6750,21700,Active
Product A,Female,Location 11,Region 3,19250,6/13/2016,1000,50,365,-1700,-200,12000,Active
Product A,Female,Location 10,Region 2,19250,11/17/2015,1000,50,365,650,2000,12630,Active
Product B,Female,Location 61,Region 2,16600,4/1/2015,2000,40,365,3001,3961,7981,Active
Product A,Male,Location 25,Region 3,22250,8/7/2015,4000,50,365,5550,6850,21635,Active
Product D,Male,Location 153,Region 6,20250,6/28/2013,2000,50,365,3500,4950,18927,Active
Product A,Male,Location 70,Region 7,22250,3/23/2016,4000,50,365,4550,5150,10850,Active
Product B,Male,Location 19,Region 2,16600,5/2/2015,2000,40,365,3111,3711,13661,Active
Product B,Male,Location 8,Region 2,16600,8/3/2014,2000,40,365,2001,2121,2761,Active
Product A,Female,Location 32,Region 6,19250,1/23/2016,1000,50,365,230,680,3690,Active
Product C,Male,Location 377,Region 6,15600,2/3/2013,1000,40,365,2200,3280,14100,Active
Product A,Female,Location 67,Region 1,19250,11/5/2015,1000,50,365,1250,1250,5750,Active
Product A,Male,Location 46,Region 2,19250,1/3/2016,1000,50,365,550,2100,16300,Active
Product A,Female,Location 67,Region 1,22250,10/31/2015,4000,50,365,5150,5700,12650,Active
Product A,Male,Location 46,Region 2,22250,10/31/2015,4000,50,365,5600,6800,19010,Active
Product D,Male,Location 171,Region 5,20250,5/16/2013,2000,50,365,3601,5101,11901,Active
Product A,Male,Location 38,Region 3,19250,11/13/2015,1000,50,365,500,2000,16350,Active
Product B,Male,Location 11,Region 3,16600,4/17/2015,2000,40,365,3081,4051,14971,Active
Product B,Male,Location 94,Region 6,16600,8/23/2014,2000,40,365,6300,6300,16370,Active
Product A,Male,Location 58,Region 6,20750,9/13/2015,2500,50,365,1600,2700,15900,Active
Product A,Female,Location 57,Region 6,19250,10/11/2015,1000,50,365,650,2000,15771,Active
Product B,Male,Location 86,Region 6,16600,9/11/2014,2000,40,365,3120,3980,10035,Active
Product B,Male,Location 766,Region 6,16600,11/27/2014,2000,40,365,3001,4151,13187,Active
Product B,Female,Location 45,Region 3,16600,3/19/2015,2000,40,365,3150,4510,15350,Active
Product A,Male,Location 10,Region 2,19250,1/18/2016,1000,50,365,-150,1200,12700,Active
Product B,Male,Location 405,Region 1,16600,4/18/2014,2000,40,365,3521,4521,15331,Active
Product C,NotSpecified,Location 448,Region 6,15600,1/27/2013,1000,40,365,2520,3320,9350,Active
Product A,Male,Location 62,Region 3,19250,2/7/2016,1000,50,365,500,2000,15800,Active
Product A,Male,Location 3,Region 3,19250,5/14/2016,1000,50,365,-1250,-250,14300,Active
Product D,Female,Location 191,Region 6,20250,9/25/2013,2000,50,365,3750,4950,15900,Active
Product A,Female,Location 29,Region 1,22250,6/7/2015,4000,50,365,5550,7250,21900,Active
Product B,Female,Location 315,Region 6,16600,8/14/2014,2000,40,365,3440,4680,14040,Active
Product A,Female,Location 111,Region 6,20250,7/3/2016,2000,50,365,1551,3001,16001,Active
Product D,Male,Location 75,Region 3,20250,7/2/2013,2000,50,365,4501,6001,13151,Active
Product B,Female,Location 69,Region 6,16600,8/26/2014,2000,40,365,3401,4501,7811,Active
Product A,Male,Location 84,Region 3,22250,9/7/2015,4000,50,365,5500,6900,16290,Active
Product A,Male,Location 84,Region 3,20250,7/31/2016,2000,50,365,1601,3101,16951,Active
Product A,Male,Location 6,Region 1,22250,6/6/2015,4000,50,365,5500,6500,14000,Active
Product A,Female,Location 48,Region 6,20250,7/11/2016,2000,50,365,1951,3151,16851,Active
Product C,NotSpecified,Location 253,Region 6,15600,12/17/2012,1000,40,365,2900,3300,15240,Active
Product B,Female,Location 39,Region 6,16600,9/18/2014,2000,40,365,5401,5401,16161,Active
Product B,Male,Location 407,Region 2,16600,7/1/2014,2000,40,365,3400,3550,8290,Active
Product A,Female,Location 9,Region 6,22250,4/13/2016,4000,50,365,4700,5800,15900,Active
Product C,NotSpecified,Location 365,Region 5,15600,3/6/2012,1000,40,365,2050,3510,14100,Active
Product E,Female,Location 26,Region 3,54625,1/23/2016,9000,125,365,16501,17551,44061,Active
Product A,Male,Location 39,Region 6,22250,7/17/2015,4000,50,365,5350,6600,19150,Active
Product B,Male,Location 17,Region 3,16600,3/15/2014,2000,40,365,3141,4191,10431,Active
Product A,Female,Location 25,Region 3,22250,6/27/2015,4000,50,365,5300,6350,15801,Active
Product D,Male,Location 161,Region 3,20250,4/1/2013,2000,50,365,3451,4801,19301,Active
Product C,NotSpecified,Location 332,Region 6,15600,12/9/2012,1000,40,365,2180,3300,13870,Active
Product B,Male,Location 62,Region 3,16600,10/3/2014,2000,40,365,3600,4900,16180,Active
Product C,Male,Location 295,Region 6,15600,11/24/2012,1000,40,365,2200,3575,11285,Active
Product B,Male,Location 350,Region 6,16600,2/15/2014,2000,40,365,3001,4101,13211,Active
Product A,Male,Location 10,Region 2,20750,9/14/2015,2500,50,365,1900,2550,8900,Active
Product B,Male,Location 768,Region 3,16600,5/10/2014,2000,40,365,3201,4401,15781,Active
Product B,Male,Location 69,Region 6,16600,3/6/2014,2000,40,365,3200,4960,15790,Active
Product B,Male,Location 30,Region 2,16600,2/15/2014,2000,40,365,3120,4000,15340,Active
Product A,Female,Location 61,Region 2,20750,9/7/2015,2500,50,365,2100,3550,17500,Active
Product A,Male,Location 25,Region 3,20750,9/13/2015,2500,50,365,1850,3550,15700,Active
Product A,Female,Location 10,Region 2,19250,1/30/2016,1000,50,365,-120,280,3730,Active
Product A,Male,Location 61,Region 2,22250,6/3/2016,4000,50,365,5500,7100,21214,Active
Product A,Male,Location 113,Region 3,20250,7/19/2016,2000,50,365,1651,2951,10151,Active
Product A,Male,Location 22,Region 6,20750,10/2/2015,2500,50,365,1450,3100,9650,Active
Product A,Male,Location 70,Region 7,19250,3/14/2016,1000,50,365,100,550,7250,Active
Product A,Female,Location 84,Region 3,19250,4/14/2016,1000,50,365,-1900,-700,10550,Active
Product C,NotSpecified,Location 289,Region 6,15600,10/5/2012,1000,40,365,3500,4700,15240,Active
Product C,NotSpecified,Location 463,Region 1,15600,2/27/2013,1000,40,365,2020,2945,9616,Active
Product B,Female,Location 73,Region 4,16600,4/10/2015,2000,40,365,3601,4661,12761,Active
Product D,Male,Location 3,Region 3,20250,8/15/2013,2000,50,365,3350,4550,15050,Active
Product B,Male,Location 10,Region 2,16600,10/21/2014,2000,40,365,3490,4310,15740,Active
Product B,Male,Location 8,Region 2,16600,1/16/2015,2000,40,365,3120,4120,10500,Active
Product B,Male,Location 28,Region 7,16600,4/20/2014,2000,40,365,3401,4601,12181,Active
Product A,Female,Location 21,Region 7,20750,9/21/2015,2500,50,365,1900,2750,8590,Active
Product D,Male,Location 263,Region 6,20250,10/20/2013,2000,50,365,3751,5751,15651,Active
Product B,Female,Location 70,Region 7,16600,10/2/2014,2000,40,365,3681,4421,12041,Active
Product B,Male,Location 308,Region 2,16600,10/17/2014,2000,40,365,3560,4280,11890,Active
Product A,Male,Location 50,Region 1,22250,7/5/2015,4000,50,365,6100,7050,20650,Active
Product A,Female,Location 82,Region 7,22250,5/28/2015,4000,50,365,5700,6910,16350,Active
Product B,Male,Location 410,Region 2,16600,6/12/2014,2000,40,365,3400,4603,12383,Active
Product C,NotSpecified,Location 51,Region 8,15600,12/1/2012,1000,40,365,2600,3600,15380,Active
Product B,Female,Location 84,Region 3,16600,6/14/2014,2000,40,365,3001,4311,9881,Active
Product B,Female,Location 111,Region 6,16600,12/15/2014,2000,40,365,3401,4291,8931,Active
Product B,Male,Location 53,Region 6,16600,5/31/2014,2000,40,365,3100,4300,12900,Active
Product B,Female,Location 73,Region 4,16600,5/29/2014,2000,40,365,3401,5801,15261,Active
Product B,Female,Location 58,Region 6,16600,12/2/2014,2000,40,365,3411,4486,14133,Active
Product A,Female,Location 78,Region 4,19250,10/10/2015,1000,50,365,750,2400,16900,Active
Product A,Female,Location 73,Region 4,22250,6/13/2015,4000,50,365,5500,7420,18550,Active
Product A,Male,Location 62,Region 3,22250,8/1/2015,4000,50,365,5800,6600,16800,Active
Product A,Female,Location 30,Region 2,22250,6/25/2016,4000,50,365,5250,6600,19950,Active
Product C,NotSpecified,Location 350,Region 6,15600,1/20/2013,1000,40,365,2190,3440,14041,Active
Product A,Male,Location 29,Region 1,19250,5/7/2016,1000,50,365,-1850,-400,14450,Active
Product A,Male,Location 18,Region 7,22250,5/17/2015,4000,50,365,5390,7030,15773,Active
Product D,Male,Location 67,Region 1,20250,9/23/2013,2000,50,365,3301,4351,15701,Active
Product D,Male,Location 145,Region 4,20250,8/26/2013,2000,50,365,3400,4950,15950,Active
Product B,Male,Location 87,Region 6,16600,12/28/2014,2000,40,365,3020,3300,7000,Active
Product A,Male,Location 108,Region 6,22250,4/12/2016,4000,50,365,5100,6550,14550,Active
Product B,Female,Location 2,Region 2,16600,7/21/2014,2000,40,365,3400,4600,7865,Active
Product B,Female,Location 19,Region 2,16600,3/9/2015,2000,40,365,5200,5200,7500,Active
Product A,Male,Location 45,Region 3,22250,5/21/2015,4000,50,365,5350,7700,21710,Active
Product C,NotSpecified,Location 253,Region 6,15600,9/23/2012,1000,40,365,2450,3410,14970,Active
Product A,Male,Location 84,Region 3,22250,5/18/2015,4000,50,365,5950,7200,21650,Active
Product A,Male,Location 91,Region 6,22250,5/16/2015,4000,50,365,5500,6850,16620,Active
Product A,Female,Location 11,Region 3,20250,6/30/2016,2000,50,365,1751,3101,9001,Active
Product D,Male,Location 61,Region 2,20250,10/27/2013,2000,50,365,3751,5051,19601,Active
Product B,Male,Location 44,Region 1,16600,3/2/2015,2000,40,365,2801,3981,12781,Active
Product B,Male,Location 69,Region 6,16600,11/4/2014,2000,40,365,3240,4380,15690,Active
Product B,Female,Location 39,Region 6,16600,2/6/2014,2000,40,365,3401,4801,16061,Active
Product B,Male,Location 8,Region 2,16600,3/10/2015,2000,40,365,3040,4480,16080,Active
Product B,Male,Location 170,Region 6,16600,2/15/2014,2000,40,365,3200,3550,9850,Active
Product A,Male,Location 49,Region 6,19250,4/11/2016,1000,50,365,-1700,1450,15050,Active
Product B,Male,Location 61,Region 2,16600,5/5/2015,2000,40,365,3201,4441,15761,Active
Product B,Male,Location 70,Region 7,16600,2/9/2015,2000,40,365,3040,4280,14340,Active
Product C,Male,Location 323,Region 7,15600,3/26/2012,1000,40,365,3400,3600,13480,Active
Product A,Female,Location 3,Region 3,19250,3/22/2016,1000,50,365,-2250,-1350,3700,Active
Product B,Male,Location 10,Region 2,16600,8/18/2014,2000,40,365,3120,4440,12560,Active
Product B,Female,Location 8,Region 2,16600,10/24/2014,2000,40,365,3400,4600,11700,Active
Product B,Male,Location 238,Region 2,16600,11/23/2014,2000,40,365,2641,3011,10151,Active
Product A,Male,Location 39,Region 6,20750,9/26/2015,2500,50,365,3850,4400,17220,Active
Product A,Male,Location 95,Region 6,19250,8/8/2015,1000,50,365,600,2100,17100,Active
Product B,Male,Location 67,Region 1,16600,6/3/2014,2000,40,365,3151,4191,13011,Active
Product A,Female,Location 29,Region 1,19250,6/6/2016,1000,50,365,-1450,-1300,850,Active
Product B,Female,Location 25,Region 3,16600,5/18/2015,2000,40,365,3641,4241,14160,Active
Product A,Female,Location 113,Region 3,20750,9/8/2015,2500,50,365,2600,3600,18600,Active
Product B,Male,Location 21,Region 7,16600,12/29/2014,2000,40,365,3130,4130,10290,Active
Product A,Male,Location 53,Region 6,20750,9/9/2015,2500,50,365,1910,3110,13017,Active
Product A,Male,Location 94,Region 6,19250,6/11/2016,1000,50,365,-1750,-250,15080,Active
Product A,Female,Location 39,Region 6,19250,3/12/2016,1000,50,365,-1750,200,14650,Active
Product B,Female,Location 17,Region 3,16600,9/29/2014,2000,40,365,3121,4241,16181,Active
Product B,Male,Location 113,Region 3,16600,7/13/2014,2000,40,365,3411,4281,16461,Active
Product B,Male,Location 140,Region 6,16600,6/2/2014,2000,40,365,4000,4600,13520,Active
Product A,Female,Location 149,Region 1,22250,9/10/2015,4000,50,365,5550,6990,19970,Active
Product B,Female,Location 87,Region 6,16600,6/13/2014,2000,40,365,3081,4481,16425,Active
Product C,NotSpecified,Location 421,Region 6,15600,1/15/2013,1000,40,365,2040,3280,14600,Active
Product B,Female,Location 11,Region 3,16600,12/13/2014,2000,40,365,3681,4481,13781,Active
Product E,Male,Location 58,Region 6,54625,6/24/2016,9000,125,365,13001,15171,50306,Active
Product B,Female,Location 94,Region 6,16600,3/14/2015,2000,40,365,2641,2841,9041,Active
Product B,Female,Location 91,Region 6,16600,11/1/2014,2000,40,365,3041,3601,11406,Active
Product A,Male,Location 42,Region 4,22250,11/20/2015,4000,50,365,5550,7550,17150,Active
Product B,Male,Location 11,Region 3,16600,11/28/2014,2000,40,365,2771,3271,6411,Active
Product A,Male,Location 22,Region 6,20750,9/13/2015,2500,50,365,3000,3850,18350,Active
Product B,Male,Location 10,Region 2,16600,5/9/2014,2000,40,365,3401,4101,11361,Active
Product B,Female,Location 8,Region 2,16600,8/12/2014,2000,40,365,2820,3370,6130,Active
Product B,Female,Location 21,Region 7,16600,10/16/2014,2000,40,365,3110,4390,16210,Active
Product A,Female,Location 22,Region 6,22250,8/24/2015,4000,50,365,5500,7000,21510,Active
Product A,Male,Location 29,Region 1,22250,10/17/2015,4000,50,365,5460,6910,14920,Active
Product A,Male,Location 111,Region 6,20250,7/1/2016,2000,50,365,1521,3071,17421,Active
Product C,Female,Location 243,Region 3,15600,10/20/2012,1000,40,365,2200,3400,15060,Active
Product A,Female,Location 62,Region 3,19250,1/15/2016,1000,50,365,690,1850,14250,Active
Product B,Female,Location 62,Region 3,16600,10/30/2014,2000,40,365,2560,3170,12100,Active
Product D,Female,Location 131,Region 2,20250,9/10/2013,2000,50,365,3851,5151,19251,Active
Product E,Female,Location 70,Region 7,54625,5/16/2016,9000,125,365,14001,18001,47051,Active
Product A,Male,Location 37,Region 4,22250,8/22/2015,4000,50,365,5850,6850,21700,Active
Product C,NotSpecified,Location 338,Region 1,15600,2/20/2013,1000,40,365,2050,3290,14120,Active
Product C,NotSpecified,Location 66,Region 2,15600,11/11/2012,1000,40,365,1780,2940,6660,Active
Product B,Female,Location 135,Region 1,16600,9/28/2014,2000,40,365,3111,4251,15491,Active
Product B,Male,Location 132,Region 5,16600,7/8/2014,2000,40,365,3281,4481,15761,Active
Product A,Male,Location 38,Region 3,20250,1/4/2016,2000,50,365,1750,3250,17550,Active
Product B,Male,Location 30,Region 2,16600,11/4/2014,2000,40,365,4600,4840,14985,Active
Product A,Female,Location 26,Region 3,19250,2/17/2016,1000,50,365,-2250,-1500,3650,Active
Product D,Male,Location 390,Region 1,20250,9/10/2013,2000,50,365,3651,5001,18001,Active
Product B,Female,Location 12,Region 6,16600,10/6/2014,2000,40,365,3121,4381,11176,Active
Product B,Female,Location 70,Region 7,16600,10/16/2014,2000,40,365,3961,4521,14771,Active
Product A,Male,Location 53,Region 6,19250,11/8/2015,1000,50,365,750,1950,9700,Active
Product B,Female,Location 113,Region 3,16600,9/25/2014,2000,40,365,3051,4111,14231,Active
Product A,Female,Location 6,Region 1,19250,5/10/2016,1000,50,365,-2650,-2150,1300,Active
Product D,Female,Location 158,Region 3,20250,3/23/2013,2000,50,365,3121,4611,18561,Active
Product B,Male,Location 39,Region 6,16600,11/3/2014,2000,40,365,3280,4400,16300,Active
Product A,Male,Location 47,Region 7,22250,3/20/2016,4000,50,365,5000,6400,13050,Active
Product B,Male,Location 113,Region 3,16600,11/17/2014,2000,40,365,3400,4500,15350,Active
Product B,Male,Location 104,Region 7,16600,8/30/2014,2000,40,365,4000,5300,15350,Active
Product B,Male,Location 149,Region 1,16600,7/24/2014,2000,40,365,3161,4161,14661,Active
Product E,Male,Location 53,Region 6,54625,5/19/2016,9000,125,365,16751,16751,51651,Active
Product C,NotSpecified,Location 274,Region 5,15600,1/27/2012,1000,40,365,2328,3488,15028,Active
Product C,NotSpecified,Location 34,Region 1,15600,10/21/2012,1000,40,365,3880,3880,11473,Active
Product D,Male,Location 376,Region 2,20250,6/5/2013,2000,50,365,4050,5580,16050,Active
Product C,Male,Location 188,Region 6,15600,7/24/2012,1000,40,365,1600,2000,8320,Active
Product A,Male,Location 47,Region 7,22250,3/17/2016,4000,50,365,4550,4900,8200,Active
Product B,Female,Location 13,Region 6,16600,3/11/2014,2000,40,365,2940,3840,12300,Active
Product B,Male,Location 18,Region 7,16600,5/26/2014,2000,40,365,3400,3760,11440,Active
Product A,Female,Location 89,Region 6,19250,6/13/2016,1000,50,365,-1999,-599,6151,Active
Product B,Male,Location 22,Region 6,16600,4/8/2015,2000,40,365,3401,4241,8361,Active
